NAME,median_household_income,median_gross_rent,median_home_value,total_pop,white_nonhispanic,black_nonhispanic,hispanic_latino,state,county,tract,year,GEOID,boundary_vintage,cpi,inflation_factor,real_median_household_income,real_median_gross_rent,real_median_home_value
"Census Tract 68.13, Denver County, Colorado",26888.0,848.0,150500.0,4075.0,2645.0,917.0,258.0,08,031,006813,2012,08031006813,2010_tracts,229.59391666666667,1.2746632006437453,34273.144138909025,1080.914394145896,191836.81169688367
"Census Tract 83.91, Denver County, Colorado",70016.0,1545.0,160700.0,8247.0,1327.0,3004.0,3543.0,08,031,008391,2012,08031008391,2010_tracts,229.59391666666667,1.2746632006437453,89246.81865627247,1969.3546449945864,204838.37634344987
"Census Tract 153, Denver County, Colorado",46400.0,798.0,269200.0,3506.0,2467.0,309.0,408.0,08,031,015300,2012,08031015300,2010_tracts,229.59391666666667,1.2746632006437453,59144.37250986978,1017.1812341137087,343139.3336132962
"Census Tract 155, Denver County, Colorado",32261.0,752.0,241800.0,3581.0,2055.0,183.0,1174.0,08,031,015500,2012,08031015500,2010_tracts,229.59391666666667,1.2746632006437453,41121.90951596787,958.5467268840964,308213.5619156576
"Census Tract 156, Denver County, Colorado",30278.0,658.0,167700.0,6210.0,1275.0,201.0,4279.0,08,031,015600,2012,08031015600,2010_tracts,229.59391666666667,1.2746632006437453,38594.25238909132,838.7283860235843,213761.01874795608
"Census Tract 157, Denver County, Colorado",42593.0,853.0,225100.0,6701.0,2079.0,40.0,3593.0,08,031,015700,2012,08031015700,2010_tracts,229.59391666666667,1.2746632006437453,54291.72970501904,1087.2877101491147,286926.6864649071
"Census Tract 9800, Denver County, Colorado",44844.0,1243.0,132600.0,1318.0,360.0,562.0,267.0,08,031,980000,2012,08031980000,2010_tracts,229.59391666666667,1.2746632006437453,57160.99656966811,1584.4063584001753,169020.34040536062
"Census Tract 9801, Denver County, Colorado",,,,0.0,0.0,0.0,0.0,08,031,980100,2012,08031980100,2010_tracts,229.59391666666667,1.2746632006437453,,,
"Census Tract 154, Denver County, Colorado",51012.0,1024.0,220900.0,4405.0,2408.0,109.0,1506.0,08,031,015400,2012,08031015400,2010_tracts,229.59391666666667,1.2746632006437453,65023.11919123874,1305.2551174591952,281573.10102220334
"Census Tract 83.04, Denver County, Colorado",39052.0,1361.0,136700.0,3291.0,449.0,919.0,1851.0,08,031,008304,2012,08031008304,2010_tracts,229.59391666666667,1.2746632006437453,49778.14731153954,1734.8166160761373,174246.45952799998
"Census Tract 2.01, Denver County, Colorado",53526.0,1033.0,176000.0,4176.0,1489.0,18.0,2489.0,08,031,000201,2012,08031000201,2010_tracts,229.59391666666667,1.2746632006437453,68227.6224776571,1316.7270862649889,224340.72331329918
"Census Tract 53, Denver County, Colorado",34643.0,796.0,232300.0,1342.0,949.0,109.0,193.0,08,031,005300,2013,08031005300,2010_tracts,232.95708333333334,1.256261078131344,43520.652529704144,999.9838181925497,291829.4484499112
"Census Tract 69.01, Denver County, Colorado",26365.0,695.0,264300.0,5166.0,3011.0,475.0,1226.0,08,031,006901,2013,08031006901,2010_tracts,232.95708333333334,1.256261078131344,33121.323324932884,873.101449301284,332029.8029501142
"Census Tract 70.13, Denver County, Colorado",58778.0,1088.0,173000.0,3283.0,2302.0,497.0,343.0,08,031,007013,2013,08031007013,2010_tracts,232.95708333333334,1.256261078131344,73840.51365040413,1366.8120530069023,217333.1665167225
"Census Tract 83.05, Denver County, Colorado",44500.0,1165.0,115700.0,4092.0,395.0,809.0,2712.0,08,031,008305,2013,08031008305,2010_tracts,232.95708333333334,1.256261078131344,55903.617976844806,1463.5441560230156,145349.40673979648
"Census Tract 28.02, Denver County, Colorado",45707.0,757.0,355200.0,4421.0,3506.0,53.0,712.0,08,031,002802,2013,08031002802,2010_tracts,232.95708333333334,1.256261078131344,57419.92509814934,950.9896361454273,446223.93495225336
"Census Tract 41.04, Denver County, Colorado",54261.0,1164.0,236100.0,4293.0,1666.0,1718.0,589.0,08,031,004104,2013,08031004104,2010_tracts,232.95708333333334,1.256261078131344,68165.98236048485,1462.2878949448843,296603.2405468103
"Census Tract 68.04, Denver County, Colorado",81607.0,1195.0,344700.0,2088.0,1895.0,70.0,43.0,08,031,006804,2013,08031006804,2010_tracts,232.95708333333334,1.256261078131344,102519.69780306458,1501.2319883669559,433033.1936318742
"Census Tract 7.01, Denver County, Colorado",28311.0,721.0,254500.0,3844.0,1605.0,170.0,1984.0,08,031,000701,2013,08031000701,2010_tracts,232.95708333333334,1.256261078131344,35566.00738297648,905.7642373326989,319718.44438442704
"Census Tract 31.02, Denver County, Colorado",26543.0,621.0,294000.0,2939.0,1905.0,418.0,489.0,08,031,003102,2013,08031003102,2010_tracts,232.95708333333334,1.256261078131344,33344.93779684026,780.1381295195646,369340.7569706151
"Census Tract 36.02, Denver County, Colorado",43271.0,908.0,157300.0,4655.0,1006.0,1375.0,2105.0,08,031,003602,2013,08031003602,2010_tracts,232.95708333333334,1.256261078131344,54359.67311182138,1140.6850589432602,197609.8675900604
"Census Tract 67.01, Denver County, Colorado",55700.0,1220.0,422600.0,2569.0,2191.0,30.0,119.0,08,031,006701,2013,08031006701,2010_tracts,232.95708333333334,1.256261078131344,69973.74205191586,1532.6385153202395,530895.931618306
"Census Tract 4.01, Denver County, Colorado",51451.0,867.0,294600.0,3865.0,1996.0,108.0,1545.0,08,031,000401,2013,08031000401,2010_tracts,232.95708333333334,1.256261078131344,64635.888730935774,1089.1783547398752,370094.5136174939
"Census Tract 24.03, Denver County, Colorado",31222.0,708.0,317500.0,2994.0,1629.0,698.0,557.0,08,031,002403,2013,08031002403,2010_tracts,232.95708333333334,1.256261078131344,39222.983381416816,889.4328433169915,398862.8923067017
"Census Tract 119.02, Denver County, Colorado",53497.0,926.0,234600.0,7048.0,3379.0,9.0,3429.0,08,031,011902,2013,08031011902,2010_tracts,232.95708333333334,1.256261078131344,67206.1988967925,1163.2977583496245,294718.8489296133
"Census Tract 7.02, Denver County, Colorado",27556.0,760.0,193400.0,5349.0,1566.0,462.0,3079.0,08,031,000702,2013,08031000702,2010_tracts,232.95708333333334,1.256261078131344,34617.53026898731,954.7584193798214,242960.8925106019
"Census Tract 27.02, Denver County, Colorado",45871.0,858.0,229500.0,5602.0,4642.0,149.0,371.0,08,031,002702,2013,08031002702,2010_tracts,232.95708333333334,1.256261078131344,57625.951914962876,1077.872005036693,288311.9174311434
"Census Tract 39.01, Denver County, Colorado",131413.0,1694.0,666700.0,4649.0,4252.0,35.0,230.0,08,031,003901,2013,08031003901,2010_tracts,232.95708333333334,1.256261078131344,165089.0370604743,2128.1062663544967,837549.260790167
"Census Tract 28.03, Denver County, Colorado",50157.0,870.0,253900.0,4333.0,3853.0,66.0,247.0,08,031,002803,2013,08031002803,2010_tracts,232.95708333333334,1.256261078131344,63010.286895833815,1092.9471379742693,318964.6877375482
"Census Tract 55.02, Denver County, Colorado",66607.0,1165.0,237100.0,1941.0,927.0,90.0,763.0,08,031,005502,2013,08031005502,2010_tracts,232.95708333333334,1.256261078131344,83675.78163109442,1463.5441560230156,297859.50162494165
"Census Tract 70.88, Denver County, Colorado",44496.0,1190.0,157500.0,4126.0,2255.0,643.0,710.0,08,031,007088,2013,08031007088,2010_tracts,232.95708333333334,1.256261078131344,55898.59293253228,1494.9506829762993,197861.11980568667
"Census Tract 70.89, Denver County, Colorado",28253.0,749.0,99700.0,4745.0,3419.0,692.0,512.0,08,031,007089,2013,08031007089,2010_tracts,232.95708333333334,1.256261078131344,35493.14424044486,940.9395475203765,125249.22948969499
"Census Tract 120.01, Denver County, Colorado",69514.0,709.0,412600.0,2027.0,1428.0,72.0,331.0,08,031,012001,2013,08031012001,2010_tracts,232.95708333333334,1.256261078131344,87327.73258522224,890.6891043951229,518333.32083699247
"Census Tract 32.01, Denver County, Colorado",44920.0,788.0,251900.0,5444.0,4370.0,380.0,402.0,08,031,003201,2013,08031003201,2010_tracts,232.95708333333334,1.256261078131344,56431.24762965997,989.933729567499,316452.16558128555
"Census Tract 38, Denver County, Colorado",80690.0,1207.0,600800.0,5491.0,4996.0,25.0,247.0,08,031,003800,2013,08031003800,2010_tracts,232.95708333333334,1.256261078131344,101367.70639441814,1516.307121304532,754761.6557413114
"Census Tract 40.02, Denver County, Colorado",96339.0,1245.0,502200.0,3355.0,3202.0,0.0,70.0,08,031,004002,2013,08031004002,2010_tracts,232.95708333333334,1.256261078131344,121026.93600609554,1564.0450422735232,630894.3134375609
"Census Tract 40.04, Denver County, Colorado",88083.0,1517.0,299500.0,1973.0,1757.0,77.0,105.0,08,031,004004,2013,08031004004,2010_tracts,232.95708333333334,1.256261078131344,110655.24454504317,1905.7480555252487,376250.1929003375
"Census Tract 42.01, Denver County, Colorado",91337.0,873.0,458400.0,4797.0,3724.0,292.0,515.0,08,031,004201,2013,08031004201,2010_tracts,232.95708333333334,1.256261078131344,114743.11809328255,1096.7159212086633,575870.078215408
"Census Tract 42.02, Denver County, Colorado",117837.0,1630.0,423300.0,3893.0,2907.0,370.0,230.0,08,031,004202,2013,08031004202,2010_tracts,232.95708333333334,1.256261078131344,148034.03666376317,2047.7055573540906,531775.3143729978
"Census Tract 43.06, Denver County, Colorado",71061.0,1154.0,459500.0,4991.0,4496.0,249.0,184.0,08,031,004306,2013,08031004306,2010_tracts,232.95708333333334,1.256261078131344,89271.16847309143,1449.725284163571,577251.9654013525
"Census Tract 44.04, Denver County, Colorado",37930.0,826.0,161000.0,6867.0,2222.0,2335.0,1350.0,08,031,004404,2013,08031004404,2010_tracts,232.95708333333334,1.256261078131344,47649.98269352187,1037.67165053649,202258.03357914637
"Census Tract 44.05, Denver County, Colorado",70833.0,1097.0,451300.0,8141.0,5984.0,946.0,763.0,08,031,004405,2013,08031004405,2010_tracts,232.95708333333334,1.256261078131344,88984.74094727749,1378.1184027100842,566950.6245606755
"Census Tract 46.02, Denver County, Colorado",39961.0,831.0,147800.0,7889.0,1270.0,76.0,6006.0,08,031,004602,2013,08031004602,2010_tracts,232.95708333333334,1.256261078131344,50201.44894320663,1043.9529559271468,185675.38734781262
"Census Tract 48.01, Denver County, Colorado",59955.0,1647.0,208200.0,3150.0,1754.0,0.0,1173.0,08,031,004801,2013,08031004801,2010_tracts,232.95708333333334,1.256261078131344,75319.13293936472,2069.0619956823234,261553.5564669458
"Census Tract 70.37, Denver County, Colorado",29936.0,726.0,311800.0,4245.0,1253.0,1174.0,1632.0,08,031,007037,2013,08031007037,2010_tracts,232.95708333333334,1.256261078131344,37607.43163493991,912.0455427233557,391702.20416135306
"Census Tract 83.12, Denver County, Colorado",34410.0,743.0,138400.0,6625.0,689.0,2191.0,3311.0,08,031,008312,2013,08031008312,2010_tracts,232.95708333333334,1.256261078131344,43227.94369849954,933.4019810515886,173866.533213378
"Census Tract 36.01, Denver County, Colorado",38992.0,801.0,183900.0,5020.0,1101.0,690.0,3146.0,08,031,003601,2013,08031003601,2010_tracts,232.95708333333334,1.256261078131344,48984.13195849736,1006.2651235832064,231026.41226835415
"Census Tract 37.01, Denver County, Colorado",67449.0,852.0,331900.0,2834.0,2090.0,198.0,388.0,08,031,003701,2013,08031003701,2010_tracts,232.95708333333334,1.256261078131344,84733.55345888101,1070.334438567905,416953.05183179304
"Census Tract 37.02, Denver County, Colorado",40609.0,753.0,343600.0,4623.0,3503.0,289.0,506.0,08,031,003702,2013,08031003702,2010_tracts,232.95708333333334,1.256261078131344,51015.506121835744,945.964591832902,431651.30644592975
"Census Tract 43.04, Denver County, Colorado",75801.0,1015.0,347300.0,5964.0,4710.0,359.0,825.0,08,031,004304,2013,08031004304,2010_tracts,232.95708333333334,1.256261078131344,95225.845983434,1275.104994303314,436299.4724350157
"Census Tract 50.01, Denver County, Colorado",46492.0,1085.0,217500.0,2635.0,1833.0,405.0,218.0,08,031,005001,2013,08031005001,2010_tracts,232.95708333333334,1.256261078131344,58406.090044482444,1363.0432697725082,273236.7844935673
"Census Tract 55.03, Denver County, Colorado",61042.0,841.0,227200.0,4627.0,2852.0,50.0,1449.0,08,031,005503,2013,08031005503,2010_tracts,232.95708333333334,1.256261078131344,76684.6887312935,1056.5155667084603,285422.51695144136
"Census Tract 68.14, Denver County, Colorado",39892.0,838.0,248600.0,4343.0,2460.0,361.0,1235.0,08,031,006814,2013,08031006814,2010_tracts,232.95708333333334,1.256261078131344,50114.766928815574,1052.7467834740662,312306.5040234521
"Census Tract 70.06, Denver County, Colorado",28255.0,791.0,,4297.0,1602.0,607.0,1162.0,08,031,007006,2013,08031007006,2010_tracts,232.95708333333334,1.256261078131344,35495.656762601124,993.702512801893,
"Census Tract 45.03, Denver County, Colorado",32672.0,819.0,116500.0,4850.0,515.0,0.0,4013.0,08,031,004503,2013,08031004503,2010_tracts,232.95708333333334,1.256261078131344,41044.56194470727,1028.8778229895706,146354.41560230157
"Census Tract 19.01, Denver County, Colorado",27431.0,483.0,221200.0,2751.0,714.0,607.0,1263.0,08,031,001901,2013,08031001901,2010_tracts,232.95708333333334,1.256261078131344,34460.4976342209,606.7741007374391,277884.9504826533
"Census Tract 19.02, Denver County, Colorado",82841.0,1330.0,,646.0,318.0,25.0,155.0,08,031,001902,2013,08031001902,2010_tracts,232.95708333333334,1.256261078131344,104069.92397347867,1670.8272339146874,
"Census Tract 41.06, Denver County, Colorado",134330.0,1795.0,457500.0,11120.0,7827.0,1029.0,1414.0,08,031,004106,2013,08031004106,2010_tracts,232.95708333333334,1.256261078131344,168753.55062538342,2254.9886352457625,574739.4432450898
"Census Tract 41.07, Denver County, Colorado",83750.0,1236.0,348700.0,3872.0,2810.0,450.0,288.0,08,031,004107,2013,08031004107,2010_tracts,232.95708333333334,1.256261078131344,105211.86529350006,1552.738692570341,438058.23794439965
"Census Tract 45.04, Denver County, Colorado",33800.0,859.0,132700.0,3746.0,575.0,16.0,2945.0,08,031,004504,2013,08031004504,2010_tracts,232.95708333333334,1.256261078131344,42461.62444083943,1079.1282661148243,166705.84506802933
"Census Tract 45.05, Denver County, Colorado",32764.0,952.0,116700.0,4463.0,690.0,3.0,3632.0,08,031,004505,2013,08031004505,2010_tracts,232.95708333333334,1.256261078131344,41160.13796389535,1195.9605463810394,146605.66781792784
"Census Tract 45.06, Denver County, Colorado",26322.0,754.0,101600.0,3869.0,230.0,257.0,2844.0,08,031,004506,2013,08031004506,2010_tracts,232.95708333333334,1.256261078131344,33067.30409857324,947.2208529110333,127636.12553814454
"Census Tract 83.86, Denver County, Colorado",47549.0,1220.0,149100.0,4369.0,321.0,911.0,2852.0,08,031,008386,2013,08031008386,2010_tracts,232.95708333333334,1.256261078131344,59733.95800406727,1532.6385153202395,187308.52674938337
"Census Tract 83.87, Denver County, Colorado",53125.0,1396.0,151300.0,6460.0,857.0,1635.0,3565.0,08,031,008387,2013,08031008387,2010_tracts,232.95708333333334,1.256261078131344,66738.86977572764,1753.740465071356,190072.30112127232
"Census Tract 83.88, Denver County, Colorado",53192.0,1119.0,165100.0,6663.0,1463.0,1651.0,3186.0,08,031,008388,2013,08031008388,2010_tracts,232.95708333333334,1.256261078131344,66823.03926796245,1405.7561464289738,207408.7039994849
"Census Tract 83.89, Denver County, Colorado",79208.0,1482.0,232800.0,8931.0,1764.0,2515.0,3024.0,08,031,008389,2013,08031008389,2010_tracts,232.95708333333334,1.256261078131344,99505.92747662749,1861.7789177906516,292457.57898897683
"Census Tract 83.90, Denver County, Colorado",58310.0,1167.0,189200.0,8593.0,1400.0,2407.0,3741.0,08,031,008390,2013,08031008390,2010_tracts,232.95708333333334,1.256261078131344,73252.58346583866,1466.0566781792784,237684.59598245026
"Census Tract 83.04, Denver County, Colorado",40863.0,1407.0,130400.0,3589.0,405.0,837.0,2233.0,08,031,008304,2013,08031008304,2010_tracts,232.95708333333334,1.256261078131344,51334.59643568111,1767.5593369308008,163816.44458832726
"Census Tract 2.01, Denver County, Colorado",53925.0,1016.0,179000.0,4223.0,1453.0,37.0,2569.0,08,031,000201,2013,08031000201,2010_tracts,232.95708333333334,1.256261078131344,67743.87863823272,1276.3612553814455,224870.73298551055
"Census Tract 83.91, Denver County, Colorado",72805.0,1458.0,146800.0,7791.0,1299.0,2196.0,3857.0,08,031,008391,2013,08031008391,2010_tracts,232.95708333333334,1.256261078131344,91462.08779335249,1831.6286519154994,184419.1262696813
"Census Tract 153, Denver County, Colorado",44853.0,786.0,268200.0,3287.0,2227.0,285.0,390.0,08,031,015300,2013,08031015300,2010_tracts,232.95708333333334,1.256261078131344,56347.07813742517,987.4212074112363,336929.22115482646
"Census Tract 154, Denver County, Colorado",52000.0,1017.0,226400.0,4419.0,2612.0,97.0,1328.0,08,031,015400,2013,08031015400,2010_tracts,232.95708333333334,1.256261078131344,65325.57606282988,1277.6175164595768,284417.5080889363
"Census Tract 155, Denver County, Colorado",33779.0,796.0,314100.0,3444.0,2067.0,240.0,916.0,08,031,015500,2013,08031015500,2010_tracts,232.95708333333334,1.256261078131344,42435.242958198665,999.9838181925497,394591.6046410551
"Census Tract 156, Denver County, Colorado",27733.0,714.0,156900.0,6482.0,1194.0,196.0,4668.0,08,031,015600,2013,08031015600,2010_tracts,232.95708333333334,1.256261078131344,34839.88847981656,896.9704097857796,197107.36315880786
"Census Tract 157, Denver County, Colorado",41481.0,857.0,225600.0,5873.0,1966.0,106.0,3210.0,08,031,015700,2013,08031015700,2010_tracts,232.95708333333334,1.256261078131344,52110.965781966275,1076.6157439585618,283412.4992264312
"Census Tract 9800, Denver County, Colorado",44625.0,1125.0,127500.0,1068.0,359.0,448.0,146.0,08,031,980000,2013,08031980000,2010_tracts,232.95708333333334,1.256261078131344,56060.65061161122,1413.293712897762,160173.28746174634
"Census Tract 9801, Denver County, Colorado",,,,0.0,0.0,0.0,0.0,08,031,980100,2013,08031980100,2010_tracts,232.95708333333334,1.256261078131344,,,
"Census Tract 6, Denver County, Colorado",40938.0,726.0,254100.0,2626.0,982.0,86.0,1441.0,08,031,000600,2013,08031000600,2010_tracts,232.95708333333334,1.256261078131344,51428.81601654096,912.0455427233557,319215.9399531745
"Census Tract 8, Denver County, Colorado",9537.0,207.0,,1413.0,136.0,299.0,677.0,08,031,000800,2013,08031000800,2010_tracts,232.95708333333334,1.256261078131344,11980.961902138626,260.0460431731882,
"Census Tract 9.02, Denver County, Colorado",47260.0,1155.0,140000.0,5107.0,1217.0,51.0,3584.0,08,031,000902,2013,08031000902,2010_tracts,232.95708333333334,1.256261078131344,59370.89855248731,1450.9815452417022,175876.55093838816
"Census Tract 26.02, Denver County, Colorado",52775.0,1112.0,321400.0,2394.0,1829.0,112.0,215.0,08,031,002602,2013,08031002602,2010_tracts,232.95708333333334,1.256261078131344,66299.17839838167,1396.9623188820544,403762.31051141396
"Census Tract 27.01, Denver County, Colorado",31929.0,742.0,170900.0,4434.0,3149.0,82.0,931.0,08,031,002701,2013,08031002701,2010_tracts,232.95708333333334,1.256261078131344,40111.15996365568,932.1457199734572,214695.01825264667
"Census Tract 2.02, Denver County, Colorado",55455.0,755.0,243100.0,3863.0,1281.0,60.0,2364.0,08,031,000202,2013,08031000202,2010_tracts,232.95708333333334,1.256261078131344,69665.95808777367,948.4771139891646,305397.06809372973
"Census Tract 5.02, Denver County, Colorado",43242.0,604.0,318500.0,5517.0,2826.0,528.0,1843.0,08,031,000502,2013,08031000502,2010_tracts,232.95708333333334,1.256261078131344,54323.24154055557,758.7816911913317,400119.153384833
"Census Tract 14.01, Denver County, Colorado",32748.0,692.0,161200.0,5898.0,1189.0,64.0,4263.0,08,031,001401,2013,08031001401,2010_tracts,232.95708333333334,1.256261078131344,41140.03778664525,869.3326660668899,202509.28579477264
"Census Tract 24.02, Denver County, Colorado",61603.0,809.0,297200.0,1867.0,959.0,423.0,361.0,08,031,002402,2013,08031002402,2010_tracts,232.95708333333334,1.256261078131344,77389.45119612518,1016.3152122082572,373360.7924206354
"Census Tract 36.03, Denver County, Colorado",61863.0,963.0,258900.0,3262.0,1133.0,1356.0,650.0,08,031,003603,2013,08031003603,2010_tracts,232.95708333333334,1.256261078131344,77716.07907643933,1209.7794182404841,325245.99312820495
"Census Tract 39.02, Denver County, Colorado",92155.0,1755.0,383500.0,4127.0,3663.0,16.0,110.0,08,031,003902,2013,08031003902,2010_tracts,232.95708333333334,1.256261078131344,115770.739655194,2204.7381921205088,481776.1234633704
"Census Tract 40.03, Denver County, Colorado",63914.0,1354.0,239600.0,4502.0,3479.0,442.0,448.0,08,031,004003,2013,08031004003,2010_tracts,232.95708333333334,1.256261078131344,80292.67054768672,1700.9774997898396,301000.15432027
"Census Tract 46.03, Denver County, Colorado",44342.0,973.0,158800.0,5461.0,1936.0,71.0,3132.0,08,031,004603,2013,08031004603,2010_tracts,232.95708333333334,1.256261078131344,55705.12872650005,1222.3420290217975,199494.25920725742
"Census Tract 1.02, Denver County, Colorado",66042.0,887.0,271500.0,3003.0,2206.0,34.0,713.0,08,031,000102,2013,08031000102,2010_tracts,232.95708333333334,1.256261078131344,82965.99412195022,1114.303576302502,341074.8827126599
"Census Tract 3.03, Denver County, Colorado",74142.0,996.0,345400.0,4946.0,3868.0,26.0,924.0,08,031,000303,2013,08031000303,2010_tracts,232.95708333333334,1.256261078131344,93141.7088548141,1251.2360338188184,433912.5763865662
"Census Tract 4.02, Denver County, Colorado",45500.0,885.0,289500.0,5281.0,3478.0,138.0,1568.0,08,031,000402,2013,08031000402,2010_tracts,232.95708333333334,1.256261078131344,57159.87905497615,1111.7910541462393,363687.58211902407
"Census Tract 9.04, Denver County, Colorado",37393.0,818.0,134900.0,4844.0,1109.0,41.0,3674.0,08,031,000904,2013,08031000904,2010_tracts,232.95708333333334,1.256261078131344,46975.370494565344,1027.6215619114394,169469.6194399183
"Census Tract 9.05, Denver County, Colorado",32104.0,901.0,132600.0,3721.0,757.0,66.0,2850.0,08,031,000905,2013,08031000905,2010_tracts,232.95708333333334,1.256261078131344,40331.00565232866,1131.8912313963408,166580.2189602162
"Census Tract 20, Denver County, Colorado",61484.0,1307.0,365000.0,1562.0,1281.0,127.0,47.0,08,031,002000,2013,08031002000,2010_tracts,232.95708333333334,1.256261078131344,77239.95612782755,1641.9332291176665,458535.2935179405
"Census Tract 30.02, Denver County, Colorado",73125.0,1026.0,320800.0,2774.0,2390.0,24.0,253.0,08,031,003002,2013,08031003002,2010_tracts,232.95708333333334,1.256261078131344,91864.09133835453,1288.923866162759,403008.5538645351
"Census Tract 68.09, Denver County, Colorado",51597.0,884.0,318500.0,6889.0,5121.0,799.0,558.0,08,031,006809,2013,08031006809,2010_tracts,232.95708333333334,1.256261078131344,64819.30284834295,1110.534793068108,400119.153384833
"Census Tract 40.05, Denver County, Colorado",37561.0,836.0,307800.0,2938.0,2291.0,69.0,246.0,08,031,004005,2013,08031004005,2010_tracts,232.95708333333334,1.256261078131344,47186.42235569141,1050.2342613178034,386677.15984882764
"Census Tract 32.02, Denver County, Colorado",56034.0,782.0,346700.0,3203.0,2740.0,133.0,243.0,08,031,003202,2013,08031003202,2010_tracts,232.95708333333334,1.256261078131344,70393.33325201173,982.396163098711,435545.71578813693
"Census Tract 34.01, Denver County, Colorado",81806.0,991.0,468800.0,2297.0,2153.0,10.0,93.0,08,031,003401,2013,08031003401,2010_tracts,232.95708333333334,1.256261078131344,102769.69375761272,1244.9547284281618,588935.193427974
"Census Tract 34.02, Denver County, Colorado",105189.0,1467.0,569700.0,4482.0,3870.0,15.0,356.0,08,031,003402,2013,08031003402,2010_tracts,232.95708333333334,1.256261078131344,132144.84654755794,1842.9350016186816,715691.9362114266
"Census Tract 40.06, Denver County, Colorado",58699.0,900.0,714400.0,4588.0,3955.0,64.0,167.0,08,031,004006,2013,08031004006,2010_tracts,232.95708333333334,1.256261078131344,73741.26902523176,1130.6349703182095,897472.9142170321
"Census Tract 41.02, Denver County, Colorado",37717.0,1014.0,178500.0,4071.0,658.0,2133.0,961.0,08,031,004102,2013,08031004102,2010_tracts,232.95708333333334,1.256261078131344,47382.3990838799,1273.8487332251827,224242.6024464449
"Census Tract 43.02, Denver County, Colorado",74145.0,1167.0,354500.0,2413.0,1926.0,128.0,173.0,08,031,004302,2013,08031004302,2010_tracts,232.95708333333334,1.256261078131344,93145.4776380485,1466.0566781792784,445344.5521975614
"Census Tract 43.03, Denver County, Colorado",157639.0,1955.0,789300.0,4014.0,3712.0,46.0,34.0,08,031,004303,2013,08031004303,2010_tracts,232.95708333333334,1.256261078131344,198035.74009554693,2455.9904077467772,991566.8689690698
"Census Tract 47, Denver County, Colorado",53250.0,795.0,209300.0,6099.0,1926.0,2.0,3403.0,08,031,004700,2013,08031004700,2010_tracts,232.95708333333334,1.256261078131344,66895.90241049406,998.7275571144185,262935.4436528903
"Census Tract 51.02, Denver County, Colorado",59940.0,1049.0,251700.0,3398.0,2571.0,101.0,618.0,08,031,005102,2013,08031005102,2010_tracts,232.95708333333334,1.256261078131344,75300.28902319276,1317.8178709597798,316200.91336565925
"Census Tract 68.13, Denver County, Colorado",26975.0,841.0,167700.0,4124.0,2639.0,970.0,306.0,08,031,006813,2013,08031006813,2010_tracts,232.95708333333334,1.256261078131344,33887.642582593005,1056.5155667084603,210674.9828026264
"Census Tract 9.03, Denver County, Colorado",39886.0,1001.0,142800.0,5829.0,1042.0,88.0,4633.0,08,031,000903,2013,08031000903,2010_tracts,232.95708333333334,1.256261078131344,50107.229362346785,1257.5173392094753,179394.0819571559
"Census Tract 11.01, Denver County, Colorado",35231.0,768.0,183400.0,2770.0,732.0,161.0,1821.0,08,031,001101,2013,08031001101,2010_tracts,232.95708333333334,1.256261078131344,44259.33404364538,964.8085080048721,230398.2817292885
"Census Tract 13.01, Denver County, Colorado",40417.0,939.0,149300.0,4566.0,928.0,2.0,3291.0,08,031,001301,2013,08031001301,2010_tracts,232.95708333333334,1.256261078131344,50774.303994834525,1179.629152365332,187559.77896500964
"Census Tract 13.02, Denver County, Colorado",44797.0,1122.0,136100.0,4023.0,976.0,31.0,2823.0,08,031,001302,2013,08031001302,2010_tracts,232.95708333333334,1.256261078131344,56276.72751704981,1409.5249296633679,170977.1327336759
"Census Tract 14.02, Denver County, Colorado",38912.0,767.0,150100.0,4136.0,1108.0,123.0,2503.0,08,031,001402,2013,08031001402,2010_tracts,232.95708333333334,1.256261078131344,48883.631072246855,963.5522469267407,188564.78782751472
"Census Tract 17.02, Denver County, Colorado",52281.0,954.0,264800.0,3385.0,2588.0,231.0,318.0,08,031,001702,2013,08031001702,2010_tracts,232.95708333333334,1.256261078131344,65678.5854257848,1198.4730685373022,332657.9334891799
"Census Tract 18, Denver County, Colorado",35658.0,955.0,215700.0,3260.0,1795.0,33.0,1298.0,08,031,001800,2013,08031001800,2010_tracts,232.95708333333334,1.256261078131344,44795.75752400746,1199.7293296154335,270975.5145529309
"Census Tract 21, Denver County, Colorado",42079.0,784.0,287400.0,5309.0,2859.0,75.0,2148.0,08,031,002100,2013,08031002100,2010_tracts,232.95708333333334,1.256261078131344,52862.20990668882,984.9086852549736,361049.43385494826
"Census Tract 27.03, Denver County, Colorado",37488.0,704.0,196400.0,4938.0,4187.0,85.0,489.0,08,031,002703,2013,08031002703,2010_tracts,232.95708333333334,1.256261078131344,47094.71529698782,884.4077990044661,246729.67574499594
"Census Tract 28.01, Denver County, Colorado",63816.0,999.0,372200.0,2879.0,2427.0,20.0,283.0,08,031,002801,2013,08031002801,2010_tracts,232.95708333333334,1.256261078131344,80169.55696202985,1255.0048170532125,467580.3732804862
"Census Tract 120.10, Denver County, Colorado",58482.0,953.0,308100.0,4853.0,3660.0,0.0,889.0,08,031,012010,2013,08031012010,2010_tracts,232.95708333333334,1.256261078131344,73468.66037127725,1197.2168074591707,387054.0381722671
